2026-02-19 00:57:59,569 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:00,463 | DEBUG: Key: ƚ
2026-02-19 00:58:00,464 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:04,325 | DEBUG: Key: ƚ
2026-02-19 00:58:04,325 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:05,301 | DEBUG: Key: ƚ
2026-02-19 00:58:05,302 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:06,110 | DEBUG: Key: ƚ
2026-02-19 00:58:06,110 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:06,752 | DEBUG: Key: ƚ
2026-02-19 00:58:06,752 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:07,359 | DEBUG: Key: ƚ
2026-02-19 00:58:07,359 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:08,100 | DEBUG: Key: ƚ
2026-02-19 00:58:08,100 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:08,842 | DEBUG: Key: ƚ
2026-02-19 00:58:08,842 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:09,415 | DEBUG: Key: ƚ
2026-02-19 00:58:09,415 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:09,953 | DEBUG: Key: ƚ
2026-02-19 00:58:09,953 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:10,459 | DEBUG: Key: ƚ
2026-02-19 00:58:10,459 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:11,101 | DEBUG: Key: ƚ
2026-02-19 00:58:11,101 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:11,719 | DEBUG: Key: ƚ
2026-02-19 00:58:11,719 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:12,477 | DEBUG: Key: ƚ
2026-02-19 00:58:12,477 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:12,982 | DEBUG: Key: ƚ
2026-02-19 00:58:12,982 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:13,386 | DEBUG: Key: ƚ
2026-02-19 00:58:13,386 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:13,791 | DEBUG: Key: ƚ
2026-02-19 00:58:13,791 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:14,264 | DEBUG: Key: ƚ
2026-02-19 00:58:14,264 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:14,778 | DEBUG: Key: ƚ
2026-02-19 00:58:14,778 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:15,917 | DEBUG: Key: ƚ
2026-02-19 00:58:15,918 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:16,322 | DEBUG: Key: ƚ
2026-02-19 00:58:16,322 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:16,726 | DEBUG: Key: ƚ
2026-02-19 00:58:16,726 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:17,131 | DEBUG: Key: ƚ
2026-02-19 00:58:17,131 | DEBUG: Selected: (0, 0)
2026-02-19 00:58:17,333 | DEBUG: Key: ƚ
2026-02-19 00:58:17,333 | DEBUG: Selected: (0, 0)
2026-02-19 01:00:45,867 | DEBUG: New Run: 
2026-02-19 01:00:47,624 | DEBUG: Key: h
2026-02-19 01:00:47,624 | DEBUG: Selected: (0, 0)
2026-02-19 01:00:48,130 | DEBUG: Key: h
2026-02-19 01:00:48,130 | DEBUG: Selected: (0, 0)
2026-02-19 01:00:48,299 | DEBUG: Key: h
2026-02-19 01:00:48,299 | DEBUG: Selected: (0, 0)
2026-02-19 01:00:48,469 | DEBUG: Key: h
2026-02-19 01:00:48,469 | DEBUG: Selected: (0, 0)
2026-02-19 01:01:03,198 | DEBUG: New Run: 
2026-02-19 01:01:15,237 | DEBUG: Key: h
2026-02-19 01:01:15,237 | DEBUG: Selected: (0, 0)
2026-02-19 01:01:17,371 | DEBUG: Key: q
2026-02-19 01:01:17,372 | DEBUG: Selected: (0, 0)
2026-02-19 01:02:54,685 | DEBUG: New Run: 
2026-02-19 01:03:08,463 | DEBUG: Key: h
2026-02-19 01:03:08,464 | DEBUG: Selected: (0, 0)
2026-02-19 01:03:28,247 | DEBUG: Key: q
2026-02-19 01:03:28,247 | DEBUG: Selected: (0, 0)
2026-02-19 01:03:29,796 | DEBUG: Key: q
2026-02-19 01:03:29,796 | DEBUG: Selected: (0, 0)
2026-02-19 01:03:29,900 | DEBUG: Key: s
2026-02-19 01:03:29,900 | DEBUG: Selected: (0, 1)
2026-02-19 01:03:30,038 | DEBUG: Key: k
2026-02-19 01:03:30,038 | DEBUG: Selected: (0, 1)
2026-02-19 01:03:30,108 | DEBUG: Key: d
2026-02-19 01:03:30,108 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:30,211 | DEBUG: Key: m
2026-02-19 01:03:30,212 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:31,030 | DEBUG: Key: q
2026-02-19 01:03:31,030 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:32,175 | DEBUG: Key: q
2026-02-19 01:03:32,175 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:33,075 | DEBUG: Key: q
2026-02-19 01:03:33,076 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:33,610 | DEBUG: Key: q
2026-02-19 01:03:33,610 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:34,135 | DEBUG: Key: q
2026-02-19 01:03:34,135 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:34,477 | DEBUG: Key: q
2026-02-19 01:03:34,477 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:36,109 | DEBUG: Key: q
2026-02-19 01:03:36,109 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:37,058 | DEBUG: Key: q
2026-02-19 01:03:37,058 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:37,923 | DEBUG: Key: q
2026-02-19 01:03:37,924 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:40,885 | DEBUG: Key: q
2026-02-19 01:03:40,885 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:53,610 | DEBUG: Key: h
2026-02-19 01:03:53,610 | DEBUG: Selected: (1, 1)
2026-02-19 01:03:56,630 | DEBUG: Key: q
2026-02-19 01:03:56,631 | DEBUG: Selected: (1, 1)
